movieId,movieName,nbMentions
145868,3 Ninjas  (1992),4
145875,Switch  (2013),5
145883,True Blood ,1
145905,Vampire Academy  (2014),1
145925,Carrie  (2013),16
145926,W.E. (2011),1
145954,The Dentist (1996),1
145959,King Solomon's Mines  (1985),1
145988,Sleeping with the Enemy (1991),2
145997,Chicago  (2002),60
146012,House on Haunted Hill  (1999),6
146021,Hansel & Gretel  (2013),2
146022,African Cats (2011),2
146025,The Polka King,2
146058,Mr. 3000 (2004),3
146069,Bad Girls  (2012),1
146107,The Pajama Game  (1957),1
146112,Someone like You  (2001),1
146166,Superman vs. The Elite,1
146188,The Machinist (2004),8
146189,Passengers  (2008),2
146199,Born on the Fourth of July  (1989),4
146201,Seems Like Old Times  (1980),2
146205,American Made  (2017),50
146224,Singin' in the Rain (1952),22
146231,Rio 2 (2014),4
146251,The Fugitive  (2003),8
146282,Jarhead 3: The Siege,1
146297,Smiley Face  (2007),1
146309,The Remains of the Day  (1993),1
146366,Superman  (1997),3
146413,Julia and Julia (1987),1
146418,Gone  (2012),3
146463,Jackie Brown (1997),13
146474,Killa  (2015),1
146475,Wanted  (2008),5
146478,Friends  (2009),1
146481,National Lampoon's Vacation (1983),34
146486,Ghosts  (1915),1
146496,The Longest Day  (1962),6
146555,Brazil  (1985),2
146581,Dracula Untold (2014),9
146584,The Boy Next Door  (2015),2
146618,A Midsummer Night's Dream  (1999),3
146640,Prisoners  (2013),51
146670,A Marvel Comics Super Special: Blade Runner,2
146699,The Asphalt Jungle (1950),2
146701,Mother's Day  (2016),4
146716,A Game of Thrones ,4
146723,Attakathi (2012),1
146740,Goodbye Again  (1933),1
146741,Curse of Chucky (2013),2
146761,The Wave  (2015),1
146767,Halloween II  (2009),8
146771,Memento  (2000),127
146794,Center Stage  (2000),3
146830,The Big Boss (1971),2
146845,Pocahontas  (1994),1
146870,Pitch Perfect ,10
146872,Eagle Eye (2008),14
146877,Side Effects  (2013),1
146904,D  (2005),3
146906,To Live and Die in L.A.  (1985),2
146941,The Outlaw Josey Wales (1976),12
146948,The Eyes of My Mother (2016),1
146955,Martyrs  (2016),5
146962,Gladiator  (1992),7
146980,Dead End  (2003),5
146984,Talhotblond (2009),2
146986,Meet the Robinsons (2007),1
147007,Cyrus: Mind of a Serial Killer (2010),1
147038,Garfield: A Tail of Two Kitties (2006),1
147047,Midway  (1976),4
147143,Under Siege (1992),9
147165,Just like Heaven  (2005),11
147204,Tusk  (2014),2
147221,War  (2014),1
147237,McLintock! (1963),2
147246,Airport 1975 (1974),1
147250,Coming to America (1988),34
147260,Going the Distance  (2010),4
147271,Tears of the Sun (2003),11
147279,Monster-in-Law (2005),19
147314,Bill & Ted's Excellent Adventure (1989),10
147359,"History of the World, Part I (1981)",7
147363,Leatherface: The Texas Chainsaw Massacre III (1990),1
147404,The Hunted  (1995),1
147414,Return of the Killer Tomatoes (1988),1
147424,The Burglar  (1972),1
147432,Ijé (2010),1
147538,I Love You to Death (1990),2
147539,Riddick  (2013),1
147565,Easy Rider (1969),2
147598,Indiana Jones and the Kingdom of the Crystal Skull (2008),19
147602,The Mysterious Monsters (1976),1
147610,The Bridges of Madison County  (1995),10
147669,American Beauty  (1999),51
147734,War Machine ,3
147766,Mad Max 2 (1981),4
147821,All About Steve (2009),1
147826,Gangs of New York (2002),27
147842,Leprechaun: Origins (2014),1
147869,Drive Angry,1
147901,Code of Silence  (1985),1
147910,Hot Shots! Part Deux (1993),12
147923,The Strongest Man in the World (1975),1
147934,Blade Runner (1982),121
147941,The Burning  (1981),1
147958,The Spiderwick Chronicles  (2008),1
147970,American Hustle (2013),23
147979,Weirdsville (2007),1
147995,Best in Show  (2000),13
147997,Premonition  (2006),3
148016,Victoria  (2015),3
148053,It's Pat (1995),1
148073,Three to Tango (1999),2
148114,Rosemary's Baby  (1968),38
148120,Old School  (2003),32
148135,Midnight Madness  (1980),1
148173,Gold  (2016),4
148182,Ghost Rider: Spirit of Vengeance (2012),1
148192,Manhunt: The Search for Bin Laden (2013),1
148201,Love Actually... Sucks! (2011),1
148213,Addams Family Values (1993),1
148222,The Human Centipede  (2009),14
148231,Jurassic Park  (1993),54
148243,Mr Bones (2001),3
148245,Edward Scissorhands (1990),14
148286,All the Way ,2
148291,On the Town  (1949),2
148361,Ghosts of Girlfriends Past (2009),3
148384,Hugo  (2011),5
148389,The Dark Knight Rises (2012),30
148427,Since Pearl Harbor (1943),1
148430,The Descendants (2011),1
148448,Life and Debt (2001),1
148464,The Take  (2007),7
148477,The Blues Brothers  (1980),22
148501,Dial M for Murder (1954),3
148505,Spy  (2015),52
148527,Almost Famous (2000),10
148555,Persuasion  (2007),1
148564,Audition  (1999),1
148572,The Secret Garden  (1993),4
148590,Holding the Man  (2015),1
148625,The Punisher  (1989),1
148629,Guarding Tess (1994),1
148671,My Girl  (1991),20
148674,Capturing the Friedmans (2003),7
148678,Hoodlum  (1997),1
148716,Dennis the Menace  (1993),5
148743,Reel Horror (1985),1
148755,The Chosen  (2016),2
148764,Shane  (1953),3
148773,Bolt  (2008),8
148774,When the Bough Breaks  (2016),1
148780,Cat on a Hot Tin Roof  (1958),2
148785,The True Nature of Bernadette (1972),1
148808,Forgetting the Girl  (2012),2
148810,Out of Africa  (1985),6
148821,The Intouchables (2011),2
148831,Guess Who  (2005),3
148871,Armageddon  (1997),42
148904,John Wick (2014),249
148947,Down to Earth  (2001),7
148968,High Sierra  (1941),2
148976,Morgan  (2016),1
148994,The Rundown (2003),10
149004,The Ugly Dachshund (1966),2
149022,The Quiet (2005),3
149027,See No Evil  (2006),1
149101,Wings of Fame (1990),1
149109,The Manchurian Candidate  (2004),6
149122,Strangers  (2007),5
149136,Godzilla  (2017),4
149205,The Lives of Others (2006),9
149216,The Purge ,4
149241,Foo Fighters: Back and Forth,1
149245,The Fox and the Hound,10
149249,The Enchanted ,1
149260,Good Luck Chuck (2007),8
149273,Man on Fire  (2004),15
149291,"The Lion, the Witch and the Wardrobe ",2
149313,Moby Dick  (2010),3
149348,The Mummy  (1999),26
149363,The Elephant Man  (1982),3
149389,Kevin Hart: Laugh at My Pain (2011),5
149402,Hot Rod  (2007),6
149457,Bob Fleming... Mission Casablanca (1966),1
149460,White Lady  (2006),2
149514,Friday ,2
149519,Prometheus  (2012),64
149543,Life of the Party  (2018),46
149563,The Matador  (2008),1
149569,Tiger Zinda Hai  (2017),1
149627,Blues Brothers 2000 (1998),3
149720,A Beautiful Mind  (2001),50
149723,Enron: The Smartest Guys in the Room (2005),3
149737,The Zookeeper's Wife  (2017),5
149746,Jimi: All Is by My Side (2013),1
149748,Hansel & Gretel: Witch Hunters (2013),1
149788,The Bucket List (2007),10
149793,In the Loop  (2009),1
149801,One Water (2008),1
149829,The Lego Batman Movie (2017),83
149837,Jesus Christ Superstar  (1973),4
149843,Mr. Nobody  (2009),1
149885,The Indian in the Cupboard  (1995),7
149902,The League of Extraordinary Gentlemen  (2003),1
149908,P2  (2007),1
149911,Major League II (1994),5
149916,Bernie  (2011),3
149919,Exorcist: The Beginning (2004),1
149938,The Ringer  (2005),7
149964,Wimbledon  (2004),2
150037,Nikita  (1990),1
150050,Transformers: Dark of the Moon (2011),5
150083,Hanover Street  (1979),1
150126,Paranormal Activity: The Ghost Dimension (2015),1
150134,Fast Five (2011),9
150138,Waiting  (2015),2
150142,Capricorn One (1977),1
150172,Mahogany  (1975),2
150177,Fled (1996),2
150179,Withnail and I (1987),2
150196,Baggage Claim  (2013),3
150197,The Outlaws  (1950),1
150218,The Muppet Movie (1979),4
150247,Resident Evil: Apocalypse (2004),2
150256,The Rugrats Movie (1998),4
150305,Just Married  (2007),12
150313,Too Big to Fail ,1
150318,Lincoln  (2012),31
150331,Bonnie and Clyde  (1967),4
150352,Jason X (2001),11
150359,Cinema Paradiso (1988),3
150373,Lone Wolf and Cub: Sword of Vengeance (1972),1
150376,Benny & Joon (1993),3
150400,Alien vs. Predator  (2004),16
150421,Sherlock Holmes  (2010),24
150425,Monster a Go-Go (1965),1
150436,Nacho Libre (2006),6
150441,Money Back Policy  (2013),1
150451,Happy Gilmore (1996),146
150473,The Secret of Kells (2009),1
150488,Before Night Falls  (2000),1
150501,The Truman Show (1998),40
150562,A Kid for Two Farthings  (1955),1
150563,The Collector  (2002),3
150578,Wrong Turn (2003),16
150601,Lost Horizon  (1937),1
150623,Freaks (1932),1
150628,The Amityville Horror  (2005),27
150638,Lady and the Tramp II: Scamp's Adventure (2001),1
150640,The Last Exorcism (2010),5
150655,City of Ghosts (2002),3
150661,The Neighbor  (2012),2
150700,Sidewinder 1 (1977),1
150703,Godzilla  (2014),18
150732,Vikingdom (2013),1
150739,Oklahoma!  (1999),4
150798,Horton Hears a Who!  (2008),2
150802,Almost Friends (2014),3
150815,Shiloh  (1996),1
150829,Hostel  (2011),29
150846,The Magnificent Ambersons  (1942),1
150850,Johnny English Reborn (2011),3
150861,Saw 3D (2010),3
150864,The Inbetweeners 2 (2014),2
150886,My Darling Clementine (1946),1
150887,Ender's Game  (2013),111
150889,The Punisher  (2004),12
150891,Premonition  (2004),2
150893,Murder by Invitation (1941),1
150941,Moulin Rouge! (2001),58
150949,To the Arctic 3D (2012),1
150953,Trumbo  (2015),1
150957,Casino  (1995),60
150993,Chungking Express (1994),1
151005,Lego Scooby-Doo! Haunted Hollywood (2016),1
151059,Foxcatcher (2014),1
151089,Killer Legends,1
151102,Men in Black  (1997),105
151110,Unstoppable  (2013),9
151111,Father Xmas (2001),1
151114,Brooklyn's Finest (2009),1
151167,The Good Life  (1997),1
151180,Pokémon 3: The Movie,1
151198,Escape to Victory (1981),1
151201,Angels with Dirty Faces (1938),1
151231,Cats & Dogs (2001),5
151236,Zapped! (1982),1
151269,Fast and Furious  (1939),1
151299,Ghost in the Shell  (2017),45
151304,Korkoro,1
151313,A Scanner Darkly  (2006),8
151318,The Transporter (2002),46
151340,Lovelace  (2013),1
151341,Draft Day (2014),1
151348,Frozen  (2010),1
151350,Hellboy  (2004),17
151357,Pay It Forward  (2000),3
151368,Faster  (2010),4
151371,The African Queen  (1951),8
151386,The Blue Umbrella  (2013),2
151390,The Choice  (2015),2
151417,Men at Work  (1990),1
151418,Treasure Planet (2002),9
151453,Rat Race  (2001),7
151488,Beauty and the Beast  (1991),2
151539,Shrooms  (2007),1
151573,Cellular  (2004),2
151577,Daylight  (1996),3
151595,The Smell of Us (2014),2
151596,Jurassic Park III (2001),5
151599,Troll 2 (1990),7
151630,Girls' Night Out  (1998),2
151656,Police Academy  (1984),21
151670,Six Degrees of Separation  (1993),3
151700,The Theory of Everything  (2014),2
151702,Harold & Kumar Escape from Guantanamo Bay (2008),1
151728,The Purge (2013),36
151752,Fantastic Mr. Fox  (2009),5
151769,A Kid in King Arthur's Court (1995),1
151777,Rooster Cogburn  (1975),1
151785,Following (1998),2
151828,Sounder  (1972),1
151837,12 Angry Men  (1957),11
151866,Powder  (1995),3
151938,My Sister's Keeper  (2009),10
151962,The Hallow (2015),3
151969,Inside Job  (2010),2
151984,All the President's Men  (1976),2
151987,The Penthouse (1967),1
151989,Dear John  (2010),98
152004,Bird on a Wire  (1990),1
152014,A Kind of Murder (2016),1
152036,Knights  (1993),1
152037,Heidi  (1993),1
152039,Aloha  (2015),1
152043,The Suicide Club  (1914),1
152082,Upstream Color (2013),3
152121,"You, Me and Dupree (2006)",3
152127,Youth in Revolt  (2009),2
152142,Lassie  (1994),6
152149,Son of Django (1967),1
152153,Duel  (1971),5
152174,Fighter  (2011),4
152188,Sucker Punch  (2008),1
152202,Maze Runner ,4
152242,Enemy of the State  (1998),12
152273,Christmas Tango (2011),1
152303,This Is Where I Leave You (2014),3
152312,Gothika (2003),5
152322,Larry Crowne (2011),7
152325,The Minority,1
152329,The Conjuring 2 (2016),69
152418,Dark Water  (2002),1
152424,Stick It (2006),1
152437,The Cotton Club  (1984),3
152464,Sleeping Beauty  (1942),8
152474,All Dogs Go to Heaven,7
152496,Heathers (1988),14
152497,Bruce Almighty (2003),75
152521,Taxi Driver (1976),16
152567,Network  (1976),4
152590,The Land That Time Forgot  (1975),1
152615,Asew (1935),1
152708,Cradle 2 the Grave (2003),1
152744,Grease  (1978),85
152748,The Avengers  (1998),1
152769,Dope  (2015),1
152789,Ant-Man  (2015),67
152818,Candyman  (1992),17
152823,Funny Games  (1997),2
152830,The Chronicles of Narnia: Prince Caspian (2008),5
152845,Fly My Kite (1931),2
152847,How to Lose a Guy in 10 Days (2003),145
152850,The Awakening  (2011),4
152855,The Blackcoat's Daughter (2015),5
152868,Summer Stock (1950),1
152874,The Thin Man  (1934),3
152877,Snowpiercer (2013),18
152883,Romeo Is Bleeding (1993),1
152913,Divine Secrets of the Ya-Ya Sisterhood  (2002),4
152955,Enter the Dragon (1973),14
152969,Sophie's Choice  (1982),6
152981,Killing Them Softly (2012),2
152993,The Killing Room (2009),3
153084,Alone in Berlin  (2016),1
153100,The Great Train Robbery  (1903),1
153101,The Outsiders  (1983),21
153165,A Room with a View  (1985),1
153170,The Beyond  (1981),1
153194,Snake Eyes  (1998),6
153202,The Diving Bell and the Butterfly  (2007),2
153287,Pieces  (1982),1
153288,Murder by Death (1976),1
153346,Insidious  (2011),130
153348,The Poseidon Adventure  (1972),2
153355,The Sure Thing (1985),1
153382,I Spit on Your Grave  (2010),5
153411,27 Dresses (2008),40
153438,Hard Boiled (1992),3
153450,Manhattan  (1979),4
153455,Chitty Chitty Bang Bang (1968),14
153466,Sex and Lucia (2001),1
153484,Downfall  (2004),3
153492,Inkheart  (2008),4
153498,Patriot Games  (1992),3
153505,I Am Bruce Lee (2012),2
153549,Bonnie and Clyde Italian Style (1982),1
153559,The Nut Job (2014),10
153576,Repo Men (2010),1
153600,High Crime (1973),2
153620,Easy Rider: The Ride Back (2012),1
153636,Venom  (2014),2
153645,The Great Gatsby  (1974),2
153659,Gravity  (2009),1
153706,My Little Pony: The Movie (1986),1
153707,Blown Away  (1994),4
153733,Saw  (2003),46
153761,Malcolm X  (1992),7
153792,Final  (2001),1
153820,Talk to Me  (2007),1
153821,The Girl on the Train  (2013),2
153858,Dead Poets Society (1989),30
153904,From Beyond  (1986),1
153918,On Golden Pond  (1981),5
153939,The Shootist (1976),6
153954,Begin Again  (2013),4
154012,Kaizoku Sentai Gokaiger the Movie: The Flying Ghost Ship (2011),1
154033,Tom Sawyer  (2000),1
154046,Goodbye Christopher Robin,3
154067,The Razor's Edge  (1984),2
154069,Grandma's Boy  (2006),7
154114,The Other (1972),3
154115,Destiny  (1927),1
154118,Princess Caraboo  (1994),2
154125,Transformers: Dark of the Moon: The Junior Novel,1
154133,House  (1995),3
154137,The Human Stain  (2003),1
154149,Sunday  (2002),1
154189,The Curious Case of Benjamin Button  (2008),18
154247,Total Recall  (2012),17
154252,Womb  (2010),6
154271,25th Hour,1
154292,Deck the Halls  (2005),1
154329,License to Drive (1988),5
154336,Dark Vengeance  (1993),1
154350,From Prada to Nada (2011),2
154352,Major Payne (1995),1
154360,Set It Off  (1996),5
154390,The Champ  (1979),2
154406,Welcome to Mooseport (2004),1
154409,Remember Me  (2010),5
154477,Runaway  (2009),1
154483,Seal Team Six: The Raid on Osama Bin Laden,6
154486,The Talented Mr. Ripley  (1999),8
154513,X-Men: First Class (2011),8
154630,Aids  (1987),1
154640,Hatari! (1962),2
154642,Justice  (1914),1
154710,Young Guns  (1988),8
154716,Kiss Me Kate  (1953),1
154756,Valley Girl  (1983),2
154779,Frankenstein vs. the Creature from Blood Cove (2005),1
154796,"What's Up, Doc%3F  (1972)",4
154811,Elysium  (2013),5
154817,Narc  (2002),1
154829,Firefly  (2005),2
154844,Finding Nemo (2003),153
154848,Going in Style  (2017),25
154857,Speed  (1994),76
154883,The SpongeBob SquarePants Movie (2004),2
154920,Howl's Moving Castle ,11
154926,Jane Eyre  (2011),5
154928,Time to Kill  (1989),1
154968,Fugitives  (1929),1
154969,Partha  (2003),1
154970,Atlantic Rim  (2013),7
154980,Hacksaw Ridge,76
154993,Rushmore  (1998),40
155006,A Night at the Opera  (1935),1
155021,Amusement  (2008),2
155023,Godzilla vs. SpaceGodzilla (1994),1
155029,Fourplay  (2001),1
155044,Hellboy II: The Golden Army (2008),4
155078,A Cinderella Story: Once Upon a Song (2011),1
155081,Stir of Echoes (1999),18
155110,Signs  (2002),17
155114,Blackfish  (2013),33
155125,Bus Stop  (1956),1
155140,Jesus Camp (2006),3
155147,The Hills Run Red  (1966),1
155158,The Bruce  (1996),1
155186,"Silent Night, Deadly Night (1984)",3
155200,Superbeast  (1972),1
155215,Jersey Boys  (2014),1
155218,Syriana (2005),5
155224,Blue Jay  (2016),3
155245,Holes  (2003),5
155281,The Sowers (1916),1
155346,Bandits  (2001),2
155370,Highlander  (1986),9
155407,Mickey Blue Eyes (1999),1
155408,Fissures  (2009),1
155437,The Uncomfortable Camera (2005),2
155467,Zodiac  (2007),90
155470,Hanging Up (2000),1
155475,Empire  (1964),3
155548,Dus (2005),1
155564,Sliver  (1993),1
155572,King Kong  (2005),16
155576,The Inkwell (1994),1
155595,Charles Manson Superstar (1989),1
155602,The Prince and Me (2004),3
155605,Aladdin and the King of Thieves (1996),3
155632,The Matrix Reloaded (2003),30
155642,The Lucky Ones  (2008),1
155645,Ted 2 (2015),32
155661,The Road  (2009),12
155698,Demons 2 (1986),1
155785,The Danish Girl  (2015),1
155790,Star Trek ,13
155806,Unrest  (2006),1
155829,Rogue One: A Star Wars Story (2016),46
155837,Open Range  (2003),2
155843,Not Another Teen Movie (2001),9
155845,The Jungle  (1967),1
155852,Zorba the Greek  (1964),1
155863,The Nut Job 2 (2017),4
155885,No Escape  (2015),3
155900,Chisum (1970),1
155908,Somewhere in Time  (1980),9
155910,Death Weekend (1976),1
155916,Arachnophobia  (1990),5
155938,The Producers  (1968),6
155955,Paddington 2,43
155956,Over the Hedge  (2006),1
155969,The Martian  (2015),126
155989,Just Go with It (2011),38
156056,Attack the Block,1
156059,Three Strangers (1946),1
156060,We Are Marshall (2006),10
156063,Little Women  (1994),9
156082,High Noon (1952),17
156092,Speed  (1984),1
156094,American Sniper (2014),56
156095,Roam Sweet Home (1996),1
156123,Great Balls of Fire!  (1989),3
156124,Apocalypto (2006),8
156134,Zombiez (2005),1
156176,Planet Terror (2007),10
156196,Mario  (1984),1
156199,Lost  (2004),4
156250,Some Like It Cold (1960),1
156293,Key Largo  (1948),11
156304,The King's Speech (2010),20
156333,Ice Princess (2005),3
156363,The Cincinnati Kid (1965),1
156366,Nostalgia  (1971),1
156484,Working Girl (1988),2
156515,The 14 (1973),2
156583,Dead Snow (2009),1
156589,Kicking & Screaming  (2005),4
156590,Almost Christmas  (2016),1
156609,Moonstruck (1987),3
156624,Buried  (2010),12
156643,Duplex  (2003),1
156652,The 400 Blows (1959),1
156677,Aliens in the Attic (2009),1
156679,All the Right Moves  (1983),2
156685,My Cousin Vinny (1992),15
156689,Spies Like Us (1985),4
156695,Dunston Checks In (1996),3
156698,White Chicks (2004),64
156699,Notes on a Scandal  (2006),3
156717,Au revoir les enfants (1987),1
156724,Cabin by the Lake (2000),1
156731,Bad Boys  (2003),10
156758,Friday the 13th Part 2 (1981),1
156761,The Belko Experiment (2016),2
156802,Room  (2015),11
156808,Beauty Shop (2005),7
156817,The Shaolin Drunken Monk (1982),2
156818,The Intern  (2015),6
156821,Snow White  (1962),5
156844,O Concurso (2013),1
156872,Pumping Iron (1977),1
156880,King Kung Fu (1976),2
156904,The Cheat  (1923),1
156931,Paths of Glory (1957),2
156979,Amour  (2012),1
156987,The Seasoning House (2012),1
157018,Wild Child  (2008),1
157029,The Cannonball Run (1981),4
157059,Tremors 5: Bloodlines (2015),1
157062,Fatal Beauty (1987),1
157074,Cruel Intentions (1999),10
157097,Waist Deep (2006),1
157169,Army Wives  (1987),1
157174,Ten Dead Men (2008),1
157187,Tully ,5
157190,Arrival  (2016),199
157210,The Ridiculous 6 (2015),16
157221,The Exorcism of Emily Rose (2005),21
157231,Double Jeopardy  (1999),21
157239,The Deep  (1977),1
157241,The Hobbit ,16
157259,Dead Presidents (1995),2
157263,Fletch  (1985),7
157274,The Cobbler  (2014),19
157283,Pete's Dragon  (1977),3
157306,12 Monkeys (1995),30
157318,Saw II (2005),5
157326,American Ultra (2015),1
157333,Real Women Have Curves (2002),1
157334,Eddie Murphy Raw (1987),2
157343,The Expendables  (2000),5
157345,U-571  (2000),2
157355,Tiptoes (2003),2
157376,Hitchcock ,2
157384,George of the Jungle  (1997),4
157394,The Wedding Singer (1998),108
157395,Down with Love (2003),1
157402,Magic Mike (2012),9
157425,Rosencrantz & Guildenstern Are Dead  (1990),2
157429,Loving  (2016),4
157441,Lovers  (1999),1
157454,Red  (2010),46
157490,Thinner  (1996),3
157497,When Paddy Met Sally,1
157536,Drums in the Deep South (1951),1
157564,Black Rain  (1989),1
157578,Look Who's Talking (1989),8
157590,Indiana Jones ,29
157606,"Come On, Leathernecks! (1938)",1
157619,From Paris with Love  (2010),5
157640,Revenge  (1990),1
157678,Cool and the Crazy,1
157696,Ureme 5 (1989),1
157711,Midnight in Paris (2011),7
157716,The Parallax View (1974),2
157749,Wing Commander  (1999),1
157758,The Break-Up (2006),23
157765,The Heat  (2013),90
157783,The Circle  (2017),18
157810,The Commuters  (1915),1
157816,Four Brothers  (2005),6
157820,916  (2012),1
157850,In the Line of Fire (1993),8
157878,Wise Guys  (1986),2
157900,Doom  (2005),2
157901,The Dead  (2010),1
157911,Redrum – A tale of Murder,1
157924,Shrek (2001),78
157946,The Italian Job (1969),17
157949,Asthore (1917),2
157955,Going Back  (1983),1
157957,They  (2002),23
157991,Independence Day  (1996),31
157997,Rings  (2017),7
158006,Captain America: Civil War (2016),90
158022,Blue Hawaii (1961),1
158026,Drugstore Cowboy (1989),1
158059,Focus  (2015),10
158073,Waiting...  (2005),1
158083,Rebecca  (1940),3
158105,"Dirty Mary, Crazy Larry (1974)",1
158111,Flags of Our Fathers  (2006),4
158112,Cinderella Man (2005),12
158129,Night and Fog  (1956),1
158155,Hamlet  (2009),5
158208,Anchorman 2: The Legend Continues (2013),39
158212,21  (2016),5
158225,Manon des Sources  (1986),1
158256,Black Roses  (1988),1
158263,Roots  (1955),1
158268,The Three Kings  (1929),1
158269,Teeth  (2007),1
158274,The Fall  (2006),2
158329,The Back-up Plan,7
158384,Al Capone  (1959),1
158390,Korengal,7
158402,Rebound  (2005),1
158405,Solaris  (2002),6
158408,The Time Travelers  (1964),1
158433,Dr. Dolittle  (1998),11
158461,Going Clear  (2015),1
158492,The Flesh Is Weak (1957),1
158497,Regarding Henry (1991),1
158514,Romeo  (2012),2
158518,Cold Mountain  (2003),25
158528,The Sting (1973),12
158529,Gettysburg  (1993),1
158556,XXX: Return of Xander Cage (2017),6
158570,Middle Men (2009),2
158571,The Girl with the Dragon Tattoo  (2011),33
158628,The Jailhouse (2010),1
158637,Rififi (1955),1
158679,The Age of Adaline (2015),6
158702,The Gift  (2015),15
158707,Lionheart  (1990),10
158716,Payback  (1999),3
158734,Romeo Must Die (2000),10
158803,Who Framed Roger Rabbit,15
158849,Ice Age: The Meltdown (2006),2
158874,My Best Friend's Wedding (1997),20
158876,Inuyasha the Movie: Swords of an Honorable Ruler,1
158890,Bridesmaids  (1989),3
158903,San Andreas  (2015),41
158904,Ronin  (1998),10
158950,The Last House on the Left  (2009),36
158970,The Story of G.I. Joe (1945),2
158973,Sabotage  (2014),1
159009,Phantom  (2002),1
159039,Night of the Living Dead 3D: Re-Animation (2012),1
159077,Neighbors 2: Sorority Rising (2016),12
159090,Alice in Wonderland  (2010),12
159100,Rain Man (1988),12
159109,Hooper  (1978),1
159122,American Movie (1999),1
159132,Bridget Jones's Baby (2016),14
159166,Lethal Weapon 3 (1992),6
159167,After the Wedding (2006),2
159194,Jungle Book  (2018),10
159236,Vampire  (2011),1
159244,Heidi  (2005),1
159275,The Day the Earth Stood Still  (2008),2
159304,Fortress  (1992),1
159382,Rush Hour ,4
159469,Homecoming  (2009),3
159485,"Aliens in the Wild, Wild West (1999)",2
159488,The Stupids  (1996),3
159497,Grizzly Man (2005),9
159499,Black Death  (2010),2
159503,Passengers  (2016),62
159511,Chocolat  (2016),1
159550,Doctor Who ,3
159560,Citizen X,1
159561,Beverly Hills Ninja (1997),4
159569,Party Monster  (2003),1
159618,Identity Theft  (2004),5
159620,Jaws 2 (1978),4
159636,The Guardian  (2006),3
159654,Little Dieter Needs to Fly (1997),1
159657,Murder on the Orient Express  (1974),5
159700,Submergence ,1
159718,Gone Fishin'  (1997),1
159731,Max Payne  (2008),3
159758,Your Highness (2011),1
159793,Rope  (1948),1
159800,Never Sleep Again: The Elm Street Legacy (2010),1
159810,Kalifornia,7
159861,The Lost Boys  (1978),3
159873,Richard Pryor: Live in Concert (1979),1
159874,Fort Apache  (1948),1
159880,Traffic  (2011),1
159885,The Incredibles (2004),210
159895,War Dogs  (2016),2
159952,Cat People  (1942),1
159982,The Messengers  (2007),1
159991,Harry Potter and the Half-Blood Prince  (2009),12
160007,Enter the Void (2009),3
160014,Tickled (2016),1
160038,Casablanca  (1942),65
160060,The Rum Diary  (2011),2
160105,Metropolis  (1927),13
160163,Dead Birds  (2004),1
160165,Miss Peregrine's Home for Peculiar Children  (2016),8
160178,The Master  (2012),1
160207,Terminator 3: Rise of the Machines (2003),1
160225,The Hand That Rocks the Cradle ,8
160266,O  (2001),5
160285,Flushed Away (2006),1
160312,Legend  (2015),3
160359,"South Park: Bigger, Longer & Uncut (1999)",7
160378,The Tingler (1959),3
160403,Batman: Under the Red Hood,1
160428,The Air I Breathe (2007),1
160432,Constantine  (2005),13
160437,Amistad  (1997),4
160457,Legends of the Fall (1994),12
160464,Madagascar 3: Europe's Most Wanted (2012),4
160470,Charlie Wilson's War (2007),1
160476,The Longest Ride  (2015),7
160499,Secretary  (2002),1
160500,Man on a Ledge (2012),3
160514,Conan the Barbarian  (1982),10
160542,Police Story  (1996),3
160589,Flightplan (2005),2
160609,The Frisco Kid (1979),2
160628,Cloudy with a Chance of Meatballs 2 (2013),2
160652,Funny People (2009),5
160661,The Possession (2012),29
160686,Secrets of the Code (2006),1
160690,Super Troopers 2 (2018),52
160742,21 Grams (2003),2
160772,The Good Dinosaur (2015),23
160776,The Ring Two (2005),1
160791,A Home at the End of the World  (2004),2
160834,The X-Files  (1998),1
160854,Dear Diary  (1996),1
160858,Cheaper by the Dozen 2 (2005),4
160862,Shut In  (2016),2
160898,The Little Shop of Horrors (1960),5
160915,Bedtime Stories  (2008),4
160919,The Fighter (2010),12
160971,Born to Race  (2011),1
160972,ParaNorman (2012),6
160978,My Neighbor Totoro,21
160980,The Last Witch Hunter (2015),1
160981,The Americanization of Emily (1964),2
161025,Demon Knight (1995),2
161056,Tower Heist (2011),7
161062,The Seven-Ups (1973),1
161074,In the Labyrinth ,2
161082,H  (2002),1
161089,One Hour Photo (2002),11
161092,Trekkies  (1997),1
161121,The Clown at Midnight (1998),1
161197,Goldie  (1931),1
161207,The Elizabeth Smart Story,1
161228,Thank You for Your Service  (2016),19
161244,Nocturnal Animals  (2016),5
161251,Killing Heat (1981),1
161259,How to Train Your Dragon ,18
161279,Jeremiah Johnson  (1972),3
161285,The Postman  (1997),6
161296,City of Ember (2008),2
161313,Die Hard (1988),386
161326,Before Sunrise (1995),4
161332,Power Rangers  (2017),9
161334,Why We Fight  (2005),1
161352,Lion  (2015),1
161385,Caddyshack (1980),100
161460,Like Mike (2002),3
161498,Toy Story 3 (2010),52
161501,Valentine's Day  (2007),3
161520,Air Bud ,1
161532,Never Back Down: No Surrender (2016),1
161546,Trainspotting  (1996),15
161547,Lilo & Stitch 2: Stitch Has a Glitch (2005),3
161572,Harry Potter and the Deathly Hallows – Part 2 (2011),7
161582,Idle Hands (1999),2
